codigo_estacion,5200006,5414001,5404001,5401007,5410002,5410006,5401003,5426004,5403002,5427007,5500003,5733008,5510001,5732002,5510005,5427006,5510002,5706003,5721017,5721016,5722001,5721001,5720003,5722002,5730012,5744002,5730016,5706001,5705001,5737002,5730015,5730039,5703011,5710001,5703009,5711003,5703008,5740005,5702011,5702001,5701008,5716005,5701005,6011003,6011001,6003001,6000003,6000004,6015003,6013005,6013001,6013008,6028001,6023000,6034003,6020001,330007,330020,330021,330019,330030,CIM00085574,CIM00085577
1/15/1980,28.37931034,,,,,29.77,,26.54333333,,,,31.69666667,,,,27.60666667,23.29333333,,,,,,,,31.45,,,,,,30.73448276,,,,,29.53666667,21.36666667,28.52666667,,,,,29.07,28.4,,,,,,,,,,,29.70666667,,23.1,30.9,31.7,,20.1,32.35,
2/15/1980,28.25714286,,,,,27.3,,27.7862069,,,,29.46071429,,,,29.05,23.08214286,,,,,,,,29.0137931,,,,,,28.44,,,,,27.89285714,18.57142857,28.775,,,,,26,26.3862069,,,,,,,,,,,28.59655172,,25.4,28.9,29.5,,22.2,30.70588235,
3/15/1980,27.39032258,,,,,28.3483871,,25.73225806,,,,30.20322581,,,,27.29677419,23.40322581,,,,,,,,29.25806452,,,,,,28.45357143,,,,,27.93870968,20.70967742,28.63870968,,,,,29.09354839,28.2,,,,,28.75,,,,,,26.93870968,,23.3,28.9,29.4,,21.1,30.26666667,
4/15/1980,21.0862069,,,,,21.05333333,,22.26,,,,22.12,,,,21.82666667,17.7,,,,,,,,20.89666667,,,,,,20.26956522,,,,,20.19333333,12.3,21.15,,,,,17.94,19.66666667,,,,,19.73333333,,,,,,17.85666667,,18.8,21.1,20.9,,18.6,22.85714286,
5/15/1980,17.84193548,,,,,18.19032258,,18.03548387,,,,18.45806452,,,,17.36774194,15.06451613,,,,,,,,17.11290323,,,,,,16.35769231,,,,,16.37419355,11.67741935,17.13225806,,,,,15.35806452,16.43333333,,,,,16.12258065,,,,,,14.61290323,,16,17.1,16.9,,16.2,18.38888889,
6/15/1980,17.25333333,,,,,15.41666667,,18.03333333,,,,16.04,,,,17.18666667,14.81666667,,,,,,,,15.97333333,,,,,,15.21071429,,,,,15.35294118,9.433333333,16.42,,,,,13.05333333,14.88333333,,,,,14.88333333,,,,,,13.1,,16.4,15.7,15.3,,15.7,16.31578947,
7/15/1980,16.50322581,,,,,15.6,,16.50967742,,,,17.54444444,,,,15.98387097,14.08064516,,,,,,,,15.47096774,,,,,,14.99,,,,,15.1483871,5.548387097,15.08709677,,,,,11.89032258,14.27419355,,,,,13.74193548,,,,,,12.07741935,,15.4,15.1,14.5,,14.6,16.13333333,
8/15/1980,17.5516129,,,,,16.88387097,,18.44516129,,,,17.05,,,,17.98064516,16.19354839,,,,,,,,18.07741935,,,,,,17.59677419,,,,,16.77419355,9.387096774,17.77419355,,,,,17.07741935,17.08064516,,,,,16.26774194,,,,,,15.50322581,,16.5,18,17.1,,15.8,18.25,
9/15/1980,18.65,,,,,18.97142857,,18.34333333,,,,20.75,,,,18.24,16.06666667,,,,,,,,19.51333333,,,,,,19.3,,,,,18.8,12.5,18.35666667,,,,,18.46333333,19.1,,,,,18.07333333,,,,,,17.14666667,,16.3,19.7,19.1,,15.6,20.8,
