codigo_estacion,5200006,5414001,5404001,5401007,5410002,5410006,5401003,5426004,5403002,5500003,5733008,5510001,5510005,5427006,5510002,5706003,5721017,5721016,5722001,5721001,5722002,5730012,5744002,5730016,5706001,5705001,5737002,5730015,5730039,5703011,5710001,5703009,5711003,5703008,5740005,5702011,5702001,5701008,5701005,6011001,6003001,6000003,6000004,6015003,6013005,6013001,6013008,6028001,6023000,6034003,6020001,330007,330020,330021,330019,330030,CIM00085574,CIM00085577,5716005
12/15/2017,20.32,19.86783871,20.02174194,10.3566129,19.63316129,20.75,14.80945161,18.12812903,19.29377419,17.29867742,,16.30912903,14.503,19.13,14.98925806,11.56729032,7.629,17.7533871,18.92416667,17.03929032,,22.32,19.33496774,19.86245161,18.46548387,,,,16.2445,,19.44022581,10.76545161,19.42709677,14.42,17.8116129,14.52712903,18.944,,,20.90380645,,19.11212903,,,,19.185,,18.35374194,,20.56,11.22793548,15.5,21,21.3,24.4,16.3,21.31612903,20.405,19.16145161
1/15/2018,20.35,20.42516129,20.23541935,10.39122581,20.26964516,21.27,15.24364516,18.80341935,19.47845161,18.23529032,,17.11716129,14.81112903,20.03,15.44383871,11.72803226,7.964193548,18.3983871,19.392,17.74419355,,22.44,19.57045161,20.666,18.97822581,8.234,,,21.33813333,,19.99674194,11.966,19.64748387,15.35,18.29093548,15.14170968,19.80319355,,,21.01767742,,19.72041935,8.545,,,19.80541935,4.39,19.28522581,,18.01,12.17287097,16.3,21.2,21.5,24.5,17.4,21.53870968,21.16451613,19.31332258
2/15/2018,20.43,20.52421429,20.51189286,11.33039286,20.32678571,21.33,15.191,18.49089286,19.93282143,18.16864286,,17.21325,15.00042857,20.36,15.75535714,12.21782143,8.624928571,18.45840741,18.89092857,17.66339286,,22.71,19.29157143,21.10389286,18.76,,,,20.4535,,20.05721429,11.94228571,19.45778571,15.84,18.01832143,15.39267857,19.417,,,20.79721429,,19.92871429,,,,20.21896429,,19.56278571,,20.32,12.78860714,16.7,21.3,21.5,24.4,17.3,21.52857143,20.9962963,18.99907143
3/15/2018,18.23,19.07332258,18.4993871,9.410290323,17.85416129,18.35,13.59564516,16.95235484,17.65332258,16.94825806,,13.282,14.85370833,19.18,14.30919355,10.90119355,7.278483871,16.24174074,16.35074194,15.36922581,,20.95,15.50988235,18.22725806,17.215,21.9943913,,,18.85814815,,17.92025806,10.17863333,16.47045161,7.78,16.84267742,13.28370968,17.09719355,,,18.21883871,,18.11925806,,,,17.28277419,,16.08322581,,17.73,10.25116667,15.9,18.9,19.5,22.2,16.3,19.50322581,18.38333333,16.65790323
4/15/2018,16.48,16.69516667,16.5415,8.770266667,15.18106667,15.2,12.46986667,15.44276923,15.6227,14.61276667,,,,16.44,11.96423333,10.33136667,7.285633333,,14.35093333,13.44866667,,18.09,3.3565,15.20493333,16.08703333,21.79053333,,,16.27373333,,15.47196667,9.5457,13.7885,13.02,13.9045,12.38776667,14.26426667,,,14.63326667,,16.3771,,,,14.25276667,,12.992,,14.42,9.737066667,13.3,15.9,16.3,18.8,14,16.29,15.43793103,13.6481
5/15/2018,14.9,12.9116129,12.95151613,3.871870968,11.84909677,12.48,7.591612903,,10.81890323,13.22535484,,,13.24592857,15.25,10.58332258,5.439225806,2.87116129,,11.858,9.907064516,,14.31,10.411,12.16596774,11.49645161,21.34325806,,,13.43651613,,12.57603226,4.429419355,10.3706129,7.78,12.45245161,7.602548387,10.21896,,,11.6456129,,12.51245161,5.2835,,,11.63654839,5.734444444,11.12293548,,11.87,4.807064516,12.9,12.4,12.8,15.3,13.3,12.82903226,11.8862069,10.77319355
6/15/2018,11.76,,10.40616667,-0.626133333,9.0335,9.76,2.764366667,,6.913133333,10.73627586,,,10.62510345,11.3,8.178966667,0.504,-0.849433333,,,,,,9.09304,8.497071429,7.146533333,21.03826667,,,10.16523333,,,0.380666667,7.131266667,3.39,8.541,2.734033333,5.512266667,,,,,7.7056,2.6876,,,7.7854,2.827733333,7.2716,,9,0.2634,10.5,8.4,8.5,11.6,11,8.573333333,8.1125,6.853965517
7/15/2018,11.56,,9.349806452,-1.068677419,8.240225806,8.21,2.523967742,9.028833333,6.969548387,10.99029032,,,9.132967742,10.79,7.761387097,0.401677419,-1.184419355,,,,,8.3,8.489741935,7.60716129,7.181387097,21.1293871,,,9.048548387,,,-0.10416129,6.902344828,3.03,8.633129032,2.335290323,5.1489,,,,,7.862645161,1.799612903,,,7.373806452,2.758806452,7.195774194,,10.02,0.068354839,9.4,8.4,8.4,11,11.1,8.429032258,7.974074074,7.178516129
8/15/2018,11.6,,11.9183871,1.040322581,10.6526129,10.95,5.648516129,10.84141935,10.43719355,11.63174194,,,10.28380645,12,8.79316129,3.844451613,0.968870968,,,,,11.46,10.06070968,9.497870968,9.642193548,21.16964516,,,11.38929032,,,2.299354839,10.3995,5.6,10.04196774,4.747870968,8.777931034,,,,,10.64564516,4.717290323,,,8.698967742,4.725741935,8.337387097,,11.51,2.217290323,10.2,10.2,10.1,13.2,11.6,10.10967742,9.76,8.835
9/15/2018,13.64,,12.98666667,3.889428571,12.9698,12.16,7.801,13.19223333,11.79026667,13.45163333,,,11.83363333,14.52,10.98396667,6.140466667,2.851166667,,,,,13.65,12.9314,12.03906667,11.48983333,21.47213333,,,12.46226667,,,4.405266667,6.14975,7.63,12.44036667,7.173333333,10.87475862,,,,,11.51043333,6.6465,,,11.04733333,,10.5649,,14.27,3.709333333,12.5,13.1,13.2,15.3,13.1,13.42068966,12.97916667,11.7709
